CMS Certification Number (CCN),Facility Name,Address Line 1,Address Line 2,City,State,Zip Code,County Name,Phone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date,Location 1
160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,,MUSCATINE,IA,52761,MUSCATINE,(563) 264-9100,7,S_004_01_PPR_PD_OBS_READM,Not Available,1,10/01/2016,09/30/2018,"1518 MULBERRY AVENUE MUSCATINE, IA 52761 (41.434173, -91.052727)"
450586,SEYMOUR HOSPITAL,200 STADIUM DRIVE,,SEYMOUR,TX,76380,BAYLOR,(940) 889-5572,6,S_013_01_NUMERATOR,1,,07/01/2018,06/30/2019,"200 STADIUM DRIVE SEYMOUR, TX 76380 (33.589788, -99.247697)"
360044,WAYNE HOSPITAL,835 SWEITZER STREET,,GREENVILLE,OH,45331,DARKE,(937) 548-1141,5,S_013_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"835 SWEITZER STREET GREENVILLE, OH 45331 (40.088508, -84.635099)"
140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,150 W HIGH ST,,MORRIS,IL,60450,GRUNDY,(815) 942-2932,5,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"150 W HIGH ST MORRIS, IL 60450 (41.368907, -88.426016)"
100048,JAY HOSPITAL,14114 ALABAMA ST,,JAY,FL,32565,SANTA ROSA,(850) 675-4532,4,S_002_01_NUMERATOR,Not Available,"9,13",07/01/2018,06/30/2019,"14114 ALABAMA ST JAY, FL 32565 (30.95004, -87.151666)"
390184,HIGHLANDS HOSPITAL,401 EAST MURPHY AVENUE,,CONNELLSVILLE,PA,15425,FAYETTE,(724) 628-1500,3,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"401 EAST MURPHY AVENUE CONNELLSVILLE, PA 15425 (40.023373, -79.586216)"
240044,WINONA HEALTH SERVICES,855 MANKATO AVENUE,,WINONA,MN,55987,WINONA,(507) 454-3650,5,S_005_01_DTC_VOLUME,0,,10/01/2016,09/30/2018,"855 MANKATO AVENUE WINONA, MN 55987 (44.033016, -91.622136)"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,,TUBA CITY,AZ,86045,COCONINO,(928) 283-2501,9,S_004_01_PPR_PD_OBS_READM,Not Available,9,10/01/2016,09/30/2018,
143028,VAN MATRE HEALTHSOUTH REHABILITATION HOSPITAL,950 S MULFORD RD,,ROCKFORD,IL,61108,WINNEBAGO,(815) 381-8548,5,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"950 S MULFORD RD ROCKFORD, IL 61108 (42.257996, -88.999698)"
510038,STONEWALL JACKSON MEMORIAL HOSPITAL,230 HOSPITAL PLAZA,,WESTON,WV,26452,LEWIS,(304) 269-8080,3,S_004_01_PPR_PD_OBS_READM,Not Available,1,10/01/2016,09/30/2018,"230 HOSPITAL PLAZA WESTON, WV 26452 (39.048285, -80.492743)"
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,,WARSAW,NY,14569,WYOMING,(585) 786-2233,2,S_013_01_OBS_RATE,0.0,13,07/01/2018,06/30/2019,"400 NORTH MAIN STREET WARSAW, NY 14569 (42.753447, -78.132533)"
520091,HOWARD YOUNG MEDICAL CTR,240 MAPLE ST,,WOODRUFF,WI,54568,ONEIDA,(715) 356-8000,5,S_005_01_DTC_OBS_RATE,Not Available,1,10/01/2016,09/30/2018,"240 MAPLE ST WOODRUFF, WI 54568 (45.89437, -89.701837)"
380056,SANTIAM HOSPITAL,1401 N 10TH AVENUE,,STAYTON,OR,97383,MARION,(503) 769-2175,10,S_004_01_PPR_PD_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,"1401 N 10TH AVENUE STAYTON, OR 97383 (44.80524, -122.784124)"
170110,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,415 N MAIN STREET,,ULYSSES,KS,67880,GRANT,(620) 356-1266,7,S_004_01_PPR_PD_OBS,5.88,,10/01/2016,09/30/2018,"415 N MAIN STREET ULYSSES, KS 67880 (37.583992, -101.358013)"
160001,UNITYPOINT HEALTH-MARSHALLTOWN,3 S 4TH AVE,,MARSHALLTOWN,IA,50158,MARSHALL,(641) 754-5151,7,S_002_01_ADJ_RATE,Not Available,10,07/01/2018,06/30/2019,"3 S 4TH AVE MARSHALLTOWN, IA 50158 (42.04805, -92.905914)"
140012,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,,DIXON,IL,61021,LEE,(815) 288-5531,5,S_005_01_DTC_OBS_RATE,Not Available,1,10/01/2016,09/30/2018,"403 E 1ST ST DIXON, IL 61021 (41.84423, -89.480131)"
190190,"CALDWELL MEMORIAL HOSPITAL, INC",411 MAIN STREET,,COLUMBIA,LA,71418,CALDWELL,(318) 649-6111,6,S_004_01_PPR_PD_RSRR_97_5,Not Available,1,10/01/2016,09/30/2018,"411 MAIN STREET COLUMBIA, LA 71418 (32.104142, -92.076155)"
430013,AVERA QUEEN OF PEACE,525 N FOSTER,,MITCHELL,SD,57301,DAVISON,(605) 995-2000,8,S_005_01_DTC_RS_RATE,65.44,,10/01/2016,09/30/2018,"525 N FOSTER MITCHELL, SD 57301 (43.713842, -98.007325)"
110111,UNIVERSITY HOSPITAL MCDUFFIE,2460 WASHINGTON ROAD,,THOMSON,GA,30824,MCDUFFIE,(706) 595-1411,4,S_002_01_DENOMINATOR,67,,07/01/2018,06/30/2019,"2460 WASHINGTON ROAD THOMSON, GA 30824 (33.523226, -82.504478)"
450694,EL CAMPO MEMORIAL HOSPITAL,303 SANDY CORNER RD,,EL CAMPO,TX,77437,WHARTON,(979) 578-5251,6,S_002_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"303 SANDY CORNER RD EL CAMPO, TX 77437 (29.219122, -96.289576)"
100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,,PALATKA,FL,32177,PUTNAM,(386) 326-8500,4,S_001_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"611 ZEAGLER DR PALATKA, FL 32177 (29.642378, -81.693518)"
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,,FOLEY,AL,36535,BALDWIN,(251) 949-3400,4,S_005_01_DTC_RS_RATE_2_5,Not Available,1,10/01/2016,09/30/2018,"1613 NORTH MCKENZIE STREET FOLEY, AL 36535 (30.426109, -87.683187)"
040067,MAGNOLIA HOSPITAL,101 HOSPITAL DRIVE,,MAGNOLIA,AR,71754,COLUMBIA,(870) 235-3000,6,S_005_01_DTC_OBS_RATE,70.00,,10/01/2016,09/30/2018,"101 HOSPITAL DRIVE MAGNOLIA, AR 71754 (33.275123, -93.240071)"
250050,OCH REGIONAL MEDICAL CENTER,400 HOSPITAL ROAD /MAIL PO BOX 1506,,STARKVILLE,MS,39759,OKTIBBEHA,(662) 323-4320,4,S_004_01_PPR_PD_VOLUME,139,,10/01/2016,09/30/2018,"400 HOSPITAL ROAD /MAIL PO BOX 1506 STARKVILLE, MS 39759 (33.474957, -88.820554)"
300019,CHESHIRE MEDICAL CENTER,580 COURT STREET,,KEENE,NH,03431,CHESHIRE,(603) 354-5400,1,S_013_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"580 COURT STREET KEENE, NH 03431 (42.949854, -72.290725)"
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,,TUBA CITY,AZ,86045,COCONINO,(928) 283-2501,9,S_002_01_NUMERATOR,Not Available,"9,13",07/01/2018,06/30/2019,
370158,PURCELL MUNICIPAL HOSPITAL,1500 NORTH GREEN AVENUE,,PURCELL,OK,73080,MCCLAIN,(405) 527-6524,6,S_005_01_DTC_VOLUME,24,,10/01/2016,09/30/2018,"1500 NORTH GREEN AVENUE PURCELL, OK 73080 (35.028408, -97.365753)"
110109,EMANUEL MEDICAL CENTER,117 KITE ROAD,,SWAINSBORO,GA,30401,EMANUEL,(478) 289-1304,4,S_005_01_DTC_NUMBER,48,,10/01/2016,09/30/2018,"117 KITE ROAD SWAINSBORO, GA 30401 (32.59321, -82.346552)"
390130,CONEMAUGH MINERS MEDICAL CENTER,290 HAIDA AVENUE,,HASTINGS,PA,16646,CAMBRIA,(814) 247-3100,3,S_004_01_PPR_PD_VOLUME,2,,10/01/2016,09/30/2018,"290 HAIDA AVENUE HASTINGS, PA 16646 (40.658913, -78.705799)"
450658,FREESTONE MEDICAL CENTER,125 NEWMAN ST,,FAIRFIELD,TX,75840,FREESTONE,(903) 389-1612,6,S_005_01_DTC_OBS_RATE,Not Available,1,10/01/2016,09/30/2018,"125 NEWMAN ST FAIRFIELD, TX 75840 (31.725644, -96.16961)"
100267,ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,,ENGLEWOOD,FL,34223,SARASOTA,(941) 475-6571,4,S_006_01_MSPB_NUMB,0,,10/01/2016,09/30/2018,"700 MEDICAL BLVD ENGLEWOOD, FL 34223 (26.949009, -82.327951)"
160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,,MUSCATINE,IA,52761,MUSCATINE,(563) 264-9100,7,S_013_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"1518 MULBERRY AVENUE MUSCATINE, IA 52761 (41.434173, -91.052727)"
110089,"COFFEE REGIONAL MEDICAL CENTER, INC",1101 OCILLA ROAD,,DOUGLAS,GA,31533,COFFEE,(912) 383-5620,4,S_004_01_PPR_PD_RSRR,Not Available,1,10/01/2016,09/30/2018,"1101 OCILLA ROAD DOUGLAS, GA 31533 (31.509589, -82.86346)"
390220,JENNERSVILLE HOSPITAL,1015 WEST BALTIMORE PIKE,,WEST GROVE,PA,19390,CHESTER,(610) 869-1000,3,S_001_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"1015 WEST BALTIMORE PIKE WEST GROVE, PA 19390 (39.822744, -75.887918)"
360185,SALEM REGIONAL MEDICAL CENTER,1995 EAST STATE STREET,,SALEM,OH,44460,COLUMBIANA,(330) 332-1551,5,S_013_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"1995 EAST STATE STREET SALEM, OH 44460 (40.900945, -80.832361)"
370004,INTEGRIS MIAMI HOSPITAL,200 SECOND AVENUE SOUTHWEST,,MIAMI,OK,74355,OTTAWA,(918) 542-6611,6,S_005_01_DTC_NUMBER,Not Available,1,10/01/2016,09/30/2018,"200 SECOND AVENUE SOUTHWEST MIAMI, OK 74355 (36.872154, -94.879772)"
520038,AURORA MEDICAL CTR WASHINGTON COUNTY,1032 E SUMNER ST,,HARTFORD,WI,53027,WASHINGTON,(262) 673-2300,5,S_001_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"1032 E SUMNER ST HARTFORD, WI 53027 (43.3176, -88.362734)"
360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,,COLDWATER,OH,45828,MERCER,(419) 678-4843,5,S_001_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"800 WEST MAIN STREET COLDWATER, OH 45828 (40.479782, -84.638243)"
140059,JERSEY COMMUNITY HOSPITAL,400 MAPLE SUMMIT ROAD,,JERSEYVILLE,IL,62052,JERSEY,(618) 498-6402,5,S_006_01_MSPB_SCORE,0.38,,10/01/2016,09/30/2018,"400 MAPLE SUMMIT ROAD JERSEYVILLE, IL 62052 (39.109906, -90.341622)"
360142,HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,,HILLSBORO,OH,45133,HIGHLAND,(937) 393-6100,5,S_004_01_PPR_PD_RSRR,Not Available,1,10/01/2016,09/30/2018,"1275 NORTH HIGH STREET HILLSBORO, OH 45133 (39.221576, -83.608771)"
050028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,,ARCATA,CA,95521,HUMBOLDT,(707) 822-3621,9,S_002_01_ADJ_RATE,Not Available,"9,13",07/01/2018,06/30/2019,"3800 JANES RD ARCATA, CA 95521 (40.903309, -124.090847)"
440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,110 HOSPITAL DRIVE,,JEFFERSON CITY,TN,37760,JEFFERSON,(865) 471-2500,4,S_002_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"110 HOSPITAL DRIVE JEFFERSON CITY, TN 37760 (36.10686, -83.51964)"
460014,MOUNTAIN WEST MEDICAL CENTER,2055 NORTH MAIN STREET,,TOOELE,UT,84074,TOOELE,(435) 843-3700,8,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,
390138,WAYNESBORO HOSPITAL,501 EAST MAIN ST,,WAYNESBORO,PA,17268,FRANKLIN,(717) 765-4000,3,S_005_01_DTC_COMP_PERF,Not Available,9,10/01/2016,09/30/2018,"501 EAST MAIN ST WAYNESBORO, PA 17268 (39.751806, -77.570581)"
170175,WESTERN PLAINS MEDICAL COMPLEX,3001 AVENUE A,,DODGE CITY,KS,67801,FORD,(620) 225-8400,7,S_005_01_DTC_RS_RATE_2_5,Not Available,9,10/01/2016,09/30/2018,"3001 AVENUE A DODGE CITY, KS 67801 (37.785487, -100.014975)"
450289,HARRIS HEALTH SYSTEM,2525 HOLLY HALL,,HOUSTON,TX,77054,HARRIS,(713) 566-6417,6,S_004_01_PPR_PD_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,"2525 HOLLY HALL HOUSTON, TX 77054 (29.685422, -95.387094)"
440061,WEST TENNESSEE HEALTHCARE VOLUNTEER HOSPITAL,161 MOUNT PELIA RD,,MARTIN,TN,38237,WEAKLEY,(731) 479-6057,4,S_001_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"161 MOUNT PELIA RD MARTIN, TN 38237 (36.333569, -88.869022)"
420107,MCLEOD HEALTH CHERAW,711 CHESTERFIELD HIGHWAY,,CHERAW,SC,29520,CHESTERFIELD,(843) 537-7881,4,S_004_01_PPR_PD_OBS,17.39,,10/01/2016,09/30/2018,"711 CHESTERFIELD HIGHWAY CHERAW, SC 29520 (34.695372, -79.918096)"
190025,SAVOY MEDICAL CENTER,801 POINCIANA AVENUE,,MAMOU,LA,70554,EVANGELINE,(337) 468-5261,6,S_002_01_ADJ_RATE,Not Available,10,07/01/2018,06/30/2019,"801 POINCIANA AVENUE MAMOU, LA 70554 (30.641032, -92.417605)"
350006,TRINITY HOSPITALS,407 3RD ST SE,,MINOT,ND,58701,WARD,(701) 857-5000,8,S_013_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"407 3RD ST SE MINOT, ND 58701 (48.232479, -101.288452)"
010034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,,TALLASSEE,AL,36078,ELMORE,(334) 283-6541,4,S_004_01_PPR_PD_OBS,6.09,,10/01/2016,09/30/2018,"805 FRIENDSHIP ROAD TALLASSEE, AL 36078 (32.535293, -85.911996)"
100106,DOCTORS MEMORIAL HOSPITAL INC,333 N BYRON BUTLER PKWY,,PERRY,FL,32348,TAYLOR,(850) 584-0800,4,S_005_01_DTC_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,"333 N BYRON BUTLER PKWY PERRY, FL 32348 (30.121128, -83.592009)"
110104,CRISP REGIONAL HOSPITAL,902 7TH STREET NORTH,,CORDELE,GA,31015,CRISP,(229) 276-3100,4,S_005_01_DTC_RS_RATE,Not Available,1,10/01/2016,09/30/2018,"902 7TH STREET NORTH CORDELE, GA 31015 (31.977515, -83.782846)"
010051,GREENE COUNTY HOSPITAL,509 WILSON AVENUE,,EUTAW,AL,35462,GREENE,(205) 372-3388,4,S_013_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"509 WILSON AVENUE EUTAW, AL 35462 (32.844744, -87.889307)"
370237,"SAINT FRANCIS HOSPITAL VINITA, INC",735 NORTH FOREMAN STREET,,VINITA,OK,74301,CRAIG,(918) 256-7551,6,S_004_01_PPR_PD_RSRR_97_5,9.23,,10/01/2016,09/30/2018,"735 NORTH FOREMAN STREET VINITA, OK 74301 (36.653372, -95.155642)"
390008,ELLWOOD CITY MEDICAL CENTER,724 PERSHING STREET,,ELLWOOD CITY,PA,16117,LAWRENCE,(724) 752-0081,3,S_005_01_DTC_RS_RATE _97_5,76.42,,10/01/2016,09/30/2018,"724 PERSHING STREET ELLWOOD CITY, PA 16117 (40.869349, -80.274479)"
040085,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING JR DRIVE,,HELENA,AR,72342,PHILLIPS,(870) 338-5800,6,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"1801 MARTIN LUTHER KING JR DRIVE HELENA, AR 72342 (34.508357, -90.62733)"
390192,TYLER MEMORIAL HOSPITAL,5950 STATE ROUTE 6 WEST,,TUNKHANNOCK,PA,18657,WYOMING,(570) 836-2161,3,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"5950 STATE ROUTE 6 WEST TUNKHANNOCK, PA 18657 (41.576651, -75.969825)"
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,,STEPHENVILLE,TX,76401,ERATH,(254) 965-1500,6,S_004_01_PPR_PD_VOLUME,0,,10/01/2016,09/30/2018,"411 N BELKNAP ST STEPHENVILLE, TX 76401 (32.223163, -98.204871)"
490002,RUSSELL COUNTY HOSPITAL,58 CARROLL STREET,,LEBANON,VA,24266,RUSSELL,(276) 883-8100,3,S_004_01_PPR_PD_OBS_READM,Not Available,9,10/01/2016,09/30/2018,"58 CARROLL STREET LEBANON, VA 24266 (36.899027, -82.078105)"
250081,ANDERSON RMC SOUTH,1102 CONSTITUTION AVENUE,,MERIDIAN,MS,39301,LAUDERDALE,(601) 484-3590,4,S_001_01_DENOMINATOR,408,,07/01/2018,06/30/2019,"1102 CONSTITUTION AVENUE MERIDIAN, MS 39301 (32.36779, -88.699315)"
390066,GOOD SAMARITAN HOSPITAL,FOURTH AND WALNUT STREETS,,LEBANON,PA,17042,LEBANON,(717) 270-7500,3,S_005_01_DTC_VOLUME,0,,10/01/2016,09/30/2018,"FOURTH AND WALNUT STREETS LEBANON, PA 17042 (40.146353, -77.128598)"
140012,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,,DIXON,IL,61021,LEE,(815) 288-5531,5,S_002_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"403 E 1ST ST DIXON, IL 61021 (41.84423, -89.480131)"
440081,LECONTE MEDICAL CENTER,742 MIDDLECREEK ROAD,,SEVIERVILLE,TN,37862,SEVIER,(865) 446-7500,4,S_005_01_DTC_RS_RATE,Not Available,1,10/01/2016,09/30/2018,"742 MIDDLECREEK ROAD SEVIERVILLE, TN 37862 (35.853855, -83.536965)"
510038,STONEWALL JACKSON MEMORIAL HOSPITAL,230 HOSPITAL PLAZA,,WESTON,WV,26452,LEWIS,(304) 269-8080,3,S_006_01_MSPB_SCORE,Not Available,1,10/01/2016,09/30/2018,"230 HOSPITAL PLAZA WESTON, WV 26452 (39.048285, -80.492743)"
170150,SOUTH CENTRAL KS  MED CENTER,6401 PATTERSON PARKWAY,,ARKANSAS CITY,KS,67005,COWLEY,(620) 442-2500,7,S_004_01_PPR_PD_RSRR_97_5,9.69,,10/01/2016,09/30/2018,"6401 PATTERSON PARKWAY ARKANSAS CITY, KS 67005 (37.134534, -97.036568)"
060049,UCHEALTH YAMPA VALLEY MEDICAL CENTER,1024 CENTRAL PARK DR,,STEAMBOAT SPRINGS,CO,80487,ROUTT,(970) 879-1322,8,S_005_01_DTC_OBS_RATE,Not Available,9,10/01/2016,09/30/2018,"1024 CENTRAL PARK DR STEAMBOAT SPRINGS, CO 80487 (40.462413, -106.81442)"
010086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,,WINFIELD,AL,35594,MARION,(205) 487-7736,4,S_004_01_PPR_PD_OBS,9.09,,10/01/2016,09/30/2018,"1530 U S HIGHWAY 43 WINFIELD, AL 35594 (33.929316, -87.824507)"
340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,,ELKIN,NC,28621,SURRY,(336) 527-7000,4,S_002_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"180 PARKWOOD DR ELKIN, NC 28621 (36.266391, -80.835793)"
040029,CONWAY REGIONAL HEALTH SYSTEM,2302 COLLEGE AVENUE,,CONWAY,AR,72034,FAULKNER,(501) 329-3831,6,S_001_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"2302 COLLEGE AVENUE CONWAY, AR 72034 (35.084826, -92.457103)"
440007,UNITY MEDICAL CENTER,481 INTERSTATE DRIVE,,MANCHESTER,TN,37355,COFFEE,(931) 728-6354,4,S_004_01_PPR_PD_RSRR,Not Available,9,10/01/2016,09/30/2018,"481 INTERSTATE DRIVE MANCHESTER, TN 37355 (35.497932, -86.078141)"
220177,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,,NANTUCKET,MA,02554,NANTUCKET,(508) 228-1200,1,S_013_01_OBS_RATE,0.0,,07/01/2018,06/30/2019,"57 PROSPECT STREET NANTUCKET, MA 02554 (41.275542, -70.100261)"
110109,EMANUEL MEDICAL CENTER,117 KITE ROAD,,SWAINSBORO,GA,30401,EMANUEL,(478) 289-1304,4,S_005_01_DTC_RS_RATE _97_5,97.92,,10/01/2016,09/30/2018,"117 KITE ROAD SWAINSBORO, GA 30401 (32.59321, -82.346552)"
110142,EVANS MEMORIAL HOSPITAL,200 N RIVER STREET,,CLAXTON,GA,30417,EVANS,(912) 739-5105,4,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"200 N RIVER STREET CLAXTON, GA 30417 (32.164133, -81.900403)"
440153,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,435 2ND ST,,NEWPORT,TN,37821,COCKE,(423) 625-2200,4,S_005_01_DTC_NUMBER,Not Available,9,10/01/2016,09/30/2018,"435 2ND ST NEWPORT, TN 37821 (35.965067, -83.181619)"
440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,1265 E COLLEGE ST,,PULASKI,TN,38478,GILES,(931) 363-7531,4,S_002_01_NUMERATOR,0,,07/01/2018,06/30/2019,"1265 E COLLEGE ST PULASKI, TN 38478 (35.19129, -87.004322)"
530002,CAMPBELL COUNTY MEMORIAL HOSPITAL,501 SOUTH BURMA AVENUE,,GILLETTE,WY,82716,CAMPBELL,(307) 688-1551,8,S_004_01_PPR_PD_RSRR,Not Available,1,10/01/2016,09/30/2018,"501 SOUTH BURMA AVENUE GILLETTE, WY 82716 (44.289846, -105.519557)"
010007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,,OPP,AL,36467,COVINGTON,(334) 493-3541,4,S_002_01_DENOMINATOR,24,13,07/01/2018,06/30/2019,"702 N MAIN ST OPP, AL 36467 (31.291972, -86.255415)"
190088,SPRINGHILL MEDICAL CENTER,2001 DOCTORS DRIVE,,SPRINGHILL,LA,71075,WEBSTER,(318) 539-1000,6,S_005_01_DTC_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018,"2001 DOCTORS DRIVE SPRINGHILL, LA 71075 (33.010622, -93.442839)"
320084,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,,PORTALES,NM,88130,ROOSEVELT,(575) 359-1800,6,S_005_01_DTC_OBS_RATE,Not Available,1,10/01/2016,09/30/2018,"42121 US HIGHWAY 70 PORTALES, NM 88130 (34.165665, -103.368199)"
190081,WEST CARROLL MEMORIAL HOSPITAL,706 ROSS STREET,,OAK GROVE,LA,71263,WEST CARROLL,(318) 428-3237,6,S_004_01_PPR_PD_RSRR,7.98,,10/01/2016,09/30/2018,"706 ROSS STREET OAK GROVE, LA 71263 (32.867813, -91.383196)"
170109,MIAMI COUNTY MEDICAL CENTER,2100 BAPTISTE DRIVE,,PAOLA,KS,66071,MIAMI,(913) 557-4385,7,S_005_01_DTC_RS_RATE_2_5,Not Available,1,10/01/2016,09/30/2018,"2100 BAPTISTE DRIVE PAOLA, KS 66071 (38.568591, -94.850849)"
420055,MUSC HEALTH MARION MEDICAL CENTER,2829 E HWY 76,,MULLINS,SC,29574,MARION,(843) 431-2000,4,S_004_01_PPR_PD_RSRR_97_5,Not Available,9,10/01/2016,09/30/2018,"2829 E HWY 76 MULLINS, SC 29574 (34.189232, -79.321945)"
440185,TENNOVA HEALTHCARE-CLEVELAND,2305 CHAMBLISS AVE NW,,CLEVELAND,TN,37311,BRADLEY,(423) 339-4132,4,S_005_01_DTC_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,"2305 CHAMBLISS AVE NW CLEVELAND, TN 37311 (35.176743, -84.868591)"
340107,VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,,TARBORO,NC,27886,EDGECOMBE,(252) 641-7700,4,S_005_01_DTC_RS_RATE_2_5,Not Available,1,10/01/2016,09/30/2018,"111 HOSPITAL DR TARBORO, NC 27886 (35.921885, -77.556994)"
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,7,S_001_01_NUMERATOR,33,,07/01/2018,06/30/2019,"946 EAST REED HAYTI, MO 63851 (36.236855, -89.739975)"
460011,CASTLEVIEW HOSPITAL,300 NORTH HOSPITAL DRIVE,,PRICE,UT,84501,CARBON,(435) 637-4800,8,S_002_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"300 NORTH HOSPITAL DRIVE PRICE, UT 84501 (39.605402, -110.831911)"
050279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,,JOSHUA TREE,CA,92252,SAN BERNARDINO,(760) 366-3711,9,S_004_01_PPR_PD_RSRR_2_5,Not Available,1,10/01/2016,09/30/2018,"6601 WHITE FEATHER ROAD JOSHUA TREE, CA 92252 (34.132676, -116.276709)"
180095,CRITTENDEN COMMUNITY HOSPITAL,520 WEST GUM STREET,,MARION,KY,42064,CRITTENDEN,(270) 965-1001,4,S_004_01_PPR_PD_RSRR_97_5,11.31,,10/01/2016,09/30/2018,"520 WEST GUM STREET MARION, KY 42064 (37.329616, -88.091945)"
232031,"SELECT SPECIALTY HOSPITAL-WYANDOTTE, LLC","2333 BIDDLE AVENUE, 8TH FLOOR",,WYANDOTTE,MI,48192,WAYNE,(313) 375-7075,5,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"2333 BIDDLE AVENUE, 8TH FLOOR WYANDOTTE, MI 48192 (42.209694, -83.148776)"
170191,UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,514 CLEVELAND STREET,,GREAT BEND,KS,67530,BARTON,(620) 792-8833,7,S_002_01_DENOMINATOR,1,13,07/01/2018,06/30/2019,"514 CLEVELAND STREET GREAT BEND, KS 67530 (38.3562, -98.791619)"
430012,AVERA SACRED HEART HOSPITAL,501 SUMMIT ST,,YANKTON,SD,57078,YANKTON,(605) 668-8000,8,S_001_01_DENOMINATOR,57,,07/01/2018,06/30/2019,"501 SUMMIT ST YANKTON, SD 57078 (42.872573, -97.406945)"
450370,COLUMBUS COMMUNITY HOSPITAL,110 SHULT DR,,COLUMBUS,TX,78934,COLORADO,(979) 732-2371,6,S_005_01_DTC_VOLUME,47,,10/01/2016,09/30/2018,"110 SHULT DR COLUMBUS, TX 78934 (29.694287, -96.542483)"
390044,READING HOSPITAL,420 S 5TH AVENUE,,WEST READING,PA,19611,BERKS,(610) 988-8000,3,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"420 S 5TH AVENUE WEST READING, PA 19611 (40.329863, -75.948059)"
